"rater_id","rated_ID","Group","domItem","dominanceRatings","id","Age","Sex","nominated","initInf","initLrn","Liked","Inflntl","ScoreCS","AgeCS","OverCS","OConfBIN","raterId","ratedID","grpID","itemID"
10,6,2,"R11",2,17,43,1,0,1,0,1.12555508859395,0.944127183571183,-0.421148953102164,-0.162038918773196,-0.358952865855424,0,1,94,10,2
7,6,2,"R12rev",5,5,43,1,0,1,0,1.12555508859395,0.944127183571183,-0.421148953102164,-0.162038918773196,-0.358952865855424,0,108,94,10,3
8,6,2,"R12rev",4,9,43,1,0,1,0,1.12555508859395,0.944127183571183,-0.421148953102164,-0.162038918773196,-0.358952865855424,0,118,94,10,3
9,6,2,"R12rev",5,13,43,1,0,1,0,1.12555508859395,0.944127183571183,-0.421148953102164,-0.162038918773196,-0.358952865855424,0,127,94,10,3
10,6,2,"R12rev",4,17,43,1,0,1,0,1.12555508859395,0.944127183571183,-0.421148953102164,-0.162038918773196,-0.358952865855424,0,1,94,10,3
7,6,2,"R16",1,5,43,1,0,1,0,1.12555508859395,0.944127183571183,-0.421148953102164,-0.162038918773196,-0.358952865855424,0,108,94,10,4
8,6,2,"R16",4,9,43,1,0,1,0,1.12555508859395,0.944127183571183,-0.421148953102164,-0.162038918773196,-0.358952865855424,0,118,94,10,4
9,6,2,"R16",1,13,43,1,0,1,0,1.12555508859395,0.944127183571183,-0.421148953102164,-0.162038918773196,-0.358952865855424,0,127,94,10,4
10,6,2,"R16",1,17,43,1,0,1,0,1.12555508859395,0.944127183571183,-0.421148953102164,-0.162038918773196,-0.358952865855424,0,1,94,10,4
6,7,2,"R3",3,1,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,99,105,10,5
8,7,2,"R3",4,10,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,118,105,10,5
9,7,2,"R3",2,14,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,127,105,10,5
10,7,2,"R3",2,18,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,1,105,10,5
6,7,2,"R5",4,1,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,99,105,10,6
8,7,2,"R5",3,10,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,118,105,10,6
9,7,2,"R5",2,14,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,127,105,10,6
10,7,2,"R5",2,18,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,1,105,10,6
6,7,2,"R7",2,1,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,99,105,10,7
8,7,2,"R7",3,10,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,118,105,10,7
9,7,2,"R7",1,14,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,127,105,10,7
10,7,2,"R7",2,18,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,1,105,10,7
6,7,2,"R9",4,1,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,99,105,10,8
8,7,2,"R9",5,10,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,118,105,10,8
9,7,2,"R9",1,14,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,127,105,10,8
10,7,2,"R9",3,18,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,1,105,10,8
6,7,2,"R10rev",6,1,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,99,105,10,1
8,7,2,"R10rev",6,10,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,118,105,10,1
9,7,2,"R10rev",5,14,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,127,105,10,1
10,7,2,"R10rev",6,18,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,1,105,10,1
6,7,2,"R11",4,1,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,99,105,10,2
8,7,2,"R11",5,10,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,118,105,10,2
9,7,2,"R11",2,14,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,127,105,10,2
10,7,2,"R11",4,18,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,1,105,10,2
6,7,2,"R12rev",6,1,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,99,105,10,3
8,7,2,"R12rev",5,10,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,118,105,10,3
9,7,2,"R12rev",5,14,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,127,105,10,3
10,7,2,"R12rev",4,18,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,1,105,10,3
6,7,2,"R16",1,1,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,99,105,10,4
8,7,2,"R16",2,10,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,118,105,10,4
9,7,2,"R16",1,14,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,127,105,10,4
10,7,2,"R16",2,18,64,0,1,0,0,0.0580643498084155,0.5034115646776,-1.19865471267539,0.814296844974161,1.65711278779864,1,1,105,10,4
6,8,2,"R3",1,2,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,99,116,10,5
7,8,2,"R3",2,6,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,108,116,10,5
9,8,2,"R3",2,15,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,127,116,10,5
10,8,2,"R3",2,19,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,1,116,10,5
6,8,2,"R5",1,2,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,99,116,10,6
7,8,2,"R5",2,6,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,108,116,10,6
9,8,2,"R5",3,15,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,127,116,10,6
10,8,2,"R5",2,19,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,1,116,10,6
6,8,2,"R7",1,2,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,99,116,10,7
7,8,2,"R7",2,6,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,108,116,10,7
9,8,2,"R7",1,15,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,127,116,10,7
10,8,2,"R7",1,19,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,1,116,10,7
6,8,2,"R9",2,2,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,99,116,10,8
7,8,2,"R9",2,6,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,108,116,10,8
9,8,2,"R9",3,15,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,127,116,10,8
10,8,2,"R9",2,19,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,1,116,10,8
6,8,2,"R10rev",1,2,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,99,116,10,1
7,8,2,"R10rev",5,6,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,108,116,10,1
9,8,2,"R10rev",6,15,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,127,116,10,1
10,8,2,"R10rev",2,19,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,1,116,10,1
6,8,2,"R11",2,2,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,99,116,10,2
7,8,2,"R11",2,6,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,108,116,10,2
9,8,2,"R11",3,15,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,127,116,10,2
10,8,2,"R11",2,19,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,1,116,10,2
6,8,2,"R12rev",6,2,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,99,116,10,3
7,8,2,"R12rev",6,6,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,108,116,10,3
9,8,2,"R12rev",6,15,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,127,116,10,3
10,8,2,"R12rev",2,19,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,1,116,10,3
6,8,2,"R16",1,2,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,99,116,10,4
7,8,2,"R16",1,6,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,108,116,10,4
9,8,2,"R16",1,15,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,127,116,10,4
10,8,2,"R16",2,19,38,0,0,0,1,0.485060645322631,-0.818735292003134,-0.93948612615098,-0.394499814903519,0.649079960971608,0,1,116,10,4
6,9,2,"R3",1,3,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,99,126,10,5
7,9,2,"R3",1,7,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,108,126,10,5
8,9,2,"R3",1,11,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,118,126,10,5
10,9,2,"R3",2,20,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,1,126,10,5
6,9,2,"R5",1,3,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,99,126,10,6
7,9,2,"R5",1,7,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,108,126,10,6
8,9,2,"R5",2,11,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,118,126,10,6
10,9,2,"R5",1,20,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,1,126,10,6
6,9,2,"R7",1,3,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,99,126,10,7
7,9,2,"R7",2,7,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,108,126,10,7
8,9,2,"R7",2,11,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,118,126,10,7
10,9,2,"R7",1,20,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,1,126,10,7
6,9,2,"R9",1,3,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,99,126,10,8
7,9,2,"R9",2,7,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,108,126,10,8
8,9,2,"R9",2,11,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,118,126,10,8
10,9,2,"R9",2,20,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,1,126,10,8
6,9,2,"R10rev",1,3,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,99,126,10,1
7,9,2,"R10rev",6,7,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,108,126,10,1
8,9,2,"R10rev",2,11,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,118,126,10,1
10,9,2,"R10rev",2,20,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,1,126,10,1
6,9,2,"R11",1,3,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,99,126,10,2
7,9,2,"R11",2,7,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,108,126,10,2
8,9,2,"R11",3,11,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,118,126,10,2
10,9,2,"R11",2,20,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,1,126,10,2
6,9,2,"R12rev",5,3,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,99,126,10,3
7,9,2,"R12rev",6,7,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,108,126,10,3
8,9,2,"R12rev",3,11,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,118,126,10,3
10,9,2,"R12rev",3,20,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,1,126,10,3
6,9,2,"R16",1,3,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,99,126,10,4
7,9,2,"R16",1,7,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,108,126,10,4
8,9,2,"R16",1,11,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,118,126,10,4
10,9,2,"R16",1,20,26,0,0,0,0,-0.155433797948688,-2.22902527246258,-0.161980366577755,-0.952405965616295,-1.36698569268246,0,1,126,10,4
6,10,2,"R3",1,4,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,99,1,10,5
7,10,2,"R3",4,8,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,108,1,10,5
8,10,2,"R3",2,12,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,118,1,10,5
9,10,2,"R3",1,16,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,127,1,10,5
6,10,2,"R5",2,4,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,99,1,10,6
7,10,2,"R5",4,8,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,108,1,10,6
8,10,2,"R5",3,12,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,118,1,10,6
9,10,2,"R5",1,16,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,127,1,10,6
6,10,2,"R7",1,4,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,99,1,10,7
7,10,2,"R7",2,8,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,108,1,10,7
8,10,2,"R7",2,12,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,118,1,10,7
9,10,2,"R7",1,16,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,127,1,10,7
6,10,2,"R9",2,4,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,99,1,10,8
7,10,2,"R9",3,8,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,108,1,10,8
8,10,2,"R9",2,12,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,118,1,10,8
9,10,2,"R9",1,16,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,127,1,10,8
6,10,2,"R10rev",3,4,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,99,1,10,1
7,10,2,"R10rev",3,8,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,108,1,10,1
8,10,2,"R10rev",2,12,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,118,1,10,1
9,10,2,"R10rev",6,16,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,127,1,10,1
6,10,2,"R11",1,4,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,99,1,10,2
7,10,2,"R11",3,8,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,108,1,10,2
8,10,2,"R11",2,12,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,118,1,10,2
9,10,2,"R11",2,16,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,127,1,10,2
6,10,2,"R12rev",4,4,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,99,1,10,3
7,10,2,"R12rev",5,8,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,108,1,10,3
8,10,2,"R12rev",3,12,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,118,1,10,3
9,10,2,"R12rev",6,16,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,127,1,10,3
6,10,2,"R16",1,4,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,99,1,10,4
7,10,2,"R16",1,8,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,108,1,10,4
8,10,2,"R16",2,12,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,118,1,10,4
9,10,2,"R16",1,16,26,0,0,0,0,-0.582430093462903,-1.96459590112644,0.0971882199466532,-0.952405965616295,-0.502957555402143,0,127,1,10,4
12,11,3,"R3",1,25,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,22,12,21,5
13,11,3,"R3",4,29,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,33,12,21,5
14,11,3,"R3",1,33,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,44,12,21,5
15,11,3,"R3",1,37,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,55,12,21,5
12,11,3,"R5",1,25,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,22,12,21,6
13,11,3,"R5",3,29,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,33,12,21,6
14,11,3,"R5",1,33,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,44,12,21,6
15,11,3,"R5",1,37,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,55,12,21,6
12,11,3,"R7",1,25,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,22,12,21,7
13,11,3,"R7",1,29,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,33,12,21,7
14,11,3,"R7",1,33,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,44,12,21,7
15,11,3,"R7",2,37,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,55,12,21,7
12,11,3,"R9",1,25,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,22,12,21,8
13,11,3,"R9",4,29,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,33,12,21,8
14,11,3,"R9",1,33,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,44,12,21,8
15,11,3,"R9",3,37,37,1,0,0,0,0.698558793079734,-1.08316466333928,-0.93948612615098,-0.440991994129584,-0.790966934495581,0,55,12,21,8
