rater_id,rated_ID,Group,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22
18,19,4,5,1,1,1,1,1,1,6,1,6,1,1,6,5,5,1,1,4,3,4,7,7
18,20,4,6,1,1,3,1,1,1,6,1,5,1,7,6,6,5,1,1,5,5,5,7,7
19,16,4,7,1,4,7,4,1,1,7,6,5,4,1,7,7,7,1,1,999,999,999,999,999
19,17,4,7,1,1,7,1,1,5,7,2,7,7,1,7,7,7,1,1,999,999,999,999,999
19,18,4,7,1,1,7,1,1,1,7,1,7,1,4,7,7,7,1,1,999,999,999,999,999
19,20,4,7,1,1,7,1,1,1,7,1,7,1,1,7,7,7,1,1,999,999,999,999,999
20,16,4,6,1,2,3,2,1,1,6,1,3,1,6,6,7,5,1,1,6,6,6,7,7
20,17,4,6,1,1,5,1,1,1,6,1,5,1,5,5,5,5,1,1,3,2,3,7,7
20,18,4,7,1,1,4,1,1,1,6,1,3,1,6,6,6,6,1,1,6,5,6,7,7
20,19,4,6,1,1,4,1,1,1,5,1,4,1,5,5,5,5,1,1,4,4,4,7,7
21,22,5,6,4,6,6,4,1,1,6,4,4,4,3,7,6,6,1,1,5,4,4,7,7
21,23,5,6,1,2,4,2,2,1,6,4,6,3,5,6,7,5,1,1,4,4,5,7,7
21,24,5,7,4,2,4,1,1,1,6,1,4,2,5,4,6,5,1,1,4,4,4,7,7
21,25,5,5,4,5,6,4,5,1,6,3,5,4,5,6,6,6,1,1,4,4,5,7,7
22,21,5,7,2,4,6,3,1,1,6,3,2,1,1,6,6,6,1,1,7,7,6,7,7
22,23,5,4,4,1,1,1,2,1,5,1,1,1,7,5,4,2,1,1,3,3,4,7,7
22,24,5,6,1,1,4,1,1,1,6,1,6,1,6,7,7,7,1,1,7,5,6,7,7
22,25,5,2,6,6,4,6,3,1,2,6,1,1,1,6,999,2,1,6,4,4,4,5,5
23,21,5,6,1,5,6,4,1,3,6,4,3,2,3,6,6,6,2,2,4,6,5,6,6
23,22,5,6,2,5,6,5,2,3,6,5,2,3,2,6,6,5,3,2,4,4,5,6,6
23,24,5,6,2,4,6,3,2,2,6,3,3,3,3,6,6,5,2,2,5,4,6,6,6
23,25,5,4,3,5,4,5,3,3,4,5,3,4,2,4,5,4,3,4,4,4,5,5,4
24,21,5,7,1,7,7,4,1,999,7,4,1,7,1,7,7,7,1,1,7,5,7,7,7
24,22,5,7,1,7,7,3,1,2,7,7,1,7,1,7,7,7,1,1,7,6,7,7,7
24,23,5,5,1,4,5,3,1,1,5,1,2,2,6,4,4,4,1,1,4,3,4,7,7
24,25,5,4,1,4,5,3,1,1,6,3,1,1,1,4,5,6,1,1,5,2,5,7,7
25,21,5,7,1,1,5,1,1,1,6,2,1,1,2,6,6,6,1,1,2,2,2,6,6
25,22,5,6,1,1,2,1,2,1,6,2,6,2,2,7,6,6,1,1,2,2,2,7,7
25,23,5,4,4,1,2,1,1,1,5,2,6,2,4,6,6,5,1,1,6,1,3,5,5
25,24,5,5,2,1,1,1,1,1,3,1,5,1,1,5,5,5,1,1,1,2,3,5,5
26,27,6,7,1,1,7,1,1,1,6,1,5,1,7,7,6,6,1,1,7,7,7,999,7
26,28,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,7,7,7
26,29,6,6,1,1,1,1,1,1,7,1,5,1,1,7,7,6,1,1,7,7,7,7,7
26,30,6,7,6,1,3,1,1,1,7,1,5,1,7,7,7,7,1,1,7,7,7,7,7
27,26,6,4,4,1,1,1,1,1,4,1,4,1,4,5,5,4,1,1,999,999,999,999,999
27,28,6,4,4,1,1,1,1,1,4,1,1,1,4,4,4,4,1,1,999,999,999,999,999
27,29,6,4,4,1,1,1,1,1,4,4,6,4,4,4,5,4,1,1,999,999,999,999,999
27,30,6,4,1,1,1,1,1,1,4,1,4,1,4,4,4,4,1,1,999,999,999,999,999
28,26,6,5,3,4,5,3,3,5,6,4,5,3,4,6,6,6,2,2,6,5,6,6,5
28,27,6,5,3,3,4,4,3,3,6,3,2,2,3,5,5,5,2,2,4,4,5,5,5
28,29,6,5,3,3,5,3,3,3,5,3,4,3,4,5,5,5,2,2,2,4,3,5,5
28,30,6,5,4,5,5,5,4,4,5,5,3,4,4,6,4,4,5,3,4,3,3,6,5
29,26,6,4,5,3,1,1,1,1,5,1,6,1,4,4,6,4,1,1,4,5,6,6,6
29,27,6,2,2,2,2,2,1,1,1,1,4,1,7,1,1,1,1,1,3,4,6,7,7
29,28,6,3,1,1,1,1,1,1,3,1,7,1,4,4,4,3,1,1,2,2,4,6,6
29,30,6,7,1,1,1,1,1,1,7,1,6,1,6,7,7,4,1,1,6,4,6,6,6
30,26,6,7,1,1,6,1,1,1,6,1,6,1,6,6,6,4,1,1,999,999,6,6,6
30,27,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,999,999,5,4,4
30,28,6,4,5,1,3,1,1,1,2,1,3,1,1,3,4,1,1,1,999,999,2,4,4
30,29,6,4,1,1,4,1,1,1,4,1,5,1,5,4,4,5,1,1,999,999,5,5,5
31,32,7,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,,,,,
31,33,7,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,,,,,
31,34,7,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,,,,,
31,35,7,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,,,,,
32,31,7,6,3,6,5,6,5,5,6,6,3,6,2,6,6,6,5,3,6,6,7,5,4
32,33,7,5,2,1,4,1,3,1,3,1,2,1,1,3,3,1,1,6,3,2,1,6,6
32,34,7,4,5,1,3,1,4,1,3,1,7,1,7,3,2,1,1,2,1,1,2,5,5
32,35,7,4,2,1,4,1,2,1,4,1,4,1,2,4,2,2,1,2,1,1,3,5,4
33,31,7,7,5,4,5,4,1,3,7,3,3,3,4,6,7,6,6,2,7,7,7,7,6
33,32,7,6,1,5,999,5,2,2,5,6,4,3,4,6,5,999,1,1,6,6,7,7,7
33,34,7,4,3,6,4,7,3,7,2,6,5,5,2,2,3,1,1,2,3,2,2,5,2
33,35,7,7,5,1,7,1,1,1,7,1,2,5,2,7,7,7,1,1,7,5,6,7,7
34,31,7,7,1,6,7,1,1,1,7,1,7,1,4,7,7,7,1,1,7,7,7,7,7
34,32,7,7,1,4,6,1,1,1,7,1,1,1,6,7,7,5,1,1,4,4,6,7,7
34,33,7,7,1,4,4,1,1,1,5,4,3,1,4,7,7,5,1,1,6,1,7,7,7
34,35,7,7,1,6,6,1,1,1,7,4,1,1,7,7,7,7,1,1,7,1,7,7,7
35,31,7,4,4,6,4,7,2,5,4,6,1,5,1,6,7,4,4,5,6,7,4,4,3
35,32,7,4,2,1,4,2,1,1,4,2,3,1,6,5,4,4,1,1,4,2,6,6,6
35,33,7,4,2,4,3,4,4,4,4,4,4,5,4,5,4,4,1,1,4,1,5,6,6
35,34,7,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,2,2,2,1,3,5,6
36,37,8,5,3,4,5,4,3,3,4,4,2,4,2,5,4,4,4,3,5,4,5,7,4
36,38,8,4,2,2,3,2,4,2,5,2,6,2,6,3,2,3,1,2,2,2,3,6,4
36,39,8,5,2,4,4,3,2,2,5,2,4,3,4,5,5,5,2,2,6,6,5,6,5
36,40,8,3,6,4,3,2,5,2,3,3,2,2,4,4,3,2,2,4,3,3,3,4,2
37,36,8,5,1,1,2,2,2,1,4,2,3,1,2,4,4,3,1,1,3,4,4,7,5
37,38,8,4,2,1,1,1,6,1,5,1,2,2,6,4,4,4,1,1,3,2,5,5,5
37,39,8,6,2,2,2,2,1,1,6,3,2,2,2,5,5,6,1,1,5,7,6,4,4
37,40,8,3,5,3,2,2,3,3,1,2,4,2,2,3,2,3,2,5,2,2,2,3,1
38,36,8,6,2,2,4,2,2,1,6,4,4,1,4,6,6,4,1,1,6,4,6,7,7
38,37,8,6,2,2,4,1,1,1,6,1,2,1,6,6,6,4,1,1,3,2,4,7,7
38,39,8,7,2,2,7,2,1,1,7,2,4,4,4,7,7,6,1,1,5,7,6,7,7
38,40,8,2,3,1,4,2,4,1,1,1,3,4,4,4,2,1,1,3,1,1,4,7,7
39,36,8,5,2,2,4,2,1,1,7,1,2,1,2,5,6,4,1,1,7,6,7,7,7
39,37,8,7,1,1,5,1,1,1,7,1,6,1,3,6,6,5,1,1,6,5,6,7,7
39,38,8,4,1,1,4,1,1,1,5,1,5,1,2,4,4,4,1,1,3,3,3,7,7
39,40,8,6,1,1,4,1,1,1,5,1,5,1,2,5,4,4,1,1,4,3,4,7,7
40,36,8,6,1,2,4,3,1,1,5,3,6,2,6,6,6,4,1,1,6,6,1,2,2
40,37,8,6,2,2,4,2,2,2,6,2,5,2,5,6,6,6,2,1,6,5,7,6,6
40,38,8,5,1,1,3,1,3,1,4,1,7,1,7,6,7,3,1,1,2,2,4,7,7
40,39,8,7,1,5,5,4,1,4,7,5,4,5,3,7,7,7,4,1,7,7,7,7,7
41,42,9,7,5,3,5,2,1,1,6,2,6,2,4,4,4,4,1,2,6,2,7,7,7
41,43,9,7,1,2,5,1,1,1,5,1,3,1,6,4,4,3,1,4,7,4,7,7,7
41,44,9,7,1,1,4,1,1,1,7,1,4,1,2,4,4,4,1,1,7,7,7,7,7
41,45,9,7,1,2,4,1,1,1,7,2,7,1,2,4,4,4,1,1,7,7,7,7,7
42,41,9,5,1,2,4,5,1,2,5,4,4,1,1,6,6,5,1,1,4,3,4,7,7
42,43,9,4,1,1,1,1,1,1,6,3,4,3,2,4,4,2,1,1,3,4,4,7,7
42,44,9,6,1,3,4,3,2,1,7,4,4,2,4,6,6,7,1,1,6,5,6,7,7
42,45,9,7,1,4,4,3,1,1,6,4,4,1,3,5,6,6,1,1,5,5,5,7,7
43,41,9,5,4,3,6,3,3,2,6,2,5,3,4,6,6,6,2,5,999,999,6,7,7
43,42,9,6,5,3,4,2,2,2,6,2,2,2,3,6,6,6,2,4,4,3,5,6,5
43,44,9,6,3,3,4,2,2,2,6,4,5,3,5,5,5,5,2,2,5,5,6,6,6
43,45,9,6,2,2,6,2,2,2,5,2,4,2,3,6,6,6,2,2,5,5,5,6,6
44,41,9,5,2,4,5,4,3,3,5,3,3,3,3,5,5,6,1,4,5,4,6,6,6
44,42,9,5,2,6,6,6,2,5,5,5,5,3,3,5,6,5,3,5,4,4,5,6,4
44,43,9,4,2,5,5,6,4,6,4,6,1,5,2,3,5,5,5,5,4,3,5,6,6
44,45,9,6,1,5,6,3,2,1,6,2,3,2,5,6,6,6,3,1,6,5,7,7,7
45,41,9,5,2,3,5,2,2,2,5,2,4,2,5,4,5,5,2,2,5,2,5,6,6
45,42,9,3,5,5,999,4,5,2,2,2,6,2,6,2,2,3,2,4,1,1,2,4,3
45,43,9,5,4,5,4,4,2,3,4,3,2,5,2,4,5,4,2,4,4,2,5,4,5
45,44,9,3,3,4,3,2,3,2,4,3,5,4,3,4,5,4,2,2,5,5,5,4,5
46,47,10,7,1,1,6,1,1,1,7,1,3,1,5,7,7,7,1,1,7,7,7,7,999
46,48,10,6,1,1,5,1,1,1,5,1,6,1,5,6,5,5,1,7,5,4,6,6,999
46,49,10,5,3,1,4,1,1,1,5,1,6,1,6,4,7,5,1,1,4,4,6,6,999
46,50,10,7,1,2,5,1,1,1,6,1,6,1,6,7,7,7,1,1,5,4,7,7,7
47,46,10,6,2,6,5,5,2,3,6,4,3,3,3,5,7,7,3,1,6,5,5,7,7
47,48,10,6,2,3,3,3,2,2,5,4,4,2,4,5,5,5,2,2,3,3,3,6,6
47,49,10,7,1,5,6,4,1,2,7,5,2,2,3,7,7,7,3,1,6,5,6,7,7
47,50,10,5,2,2,3,4,2,2,6,3,4,3,4,6,6,6,2,1,4,4,4,6,6
48,46,10,7,1,1,4,1,1,1,6,1,1,1,2,6,4,4,1,1,4,4,4,4,4
48,47,10,7,1,1,2,1,1,1,6,1,7,1,1,4,4,7,1,1,7,7,7,7,7
48,49,10,5,1,1,2,1,1,1,6,1,1,1,1,5,4,4,1,1,4,4,4,4,4
48,50,10,7,1,1,2,1,1,1,6,1,7,1,1,4,4,4,1,1,6,6,6,6,6
49,46,10,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
49,47,10,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
49,48,10,7,1,1,4,3,6,1,4,4,1,4,4,4,4,4,1,2,5,999,999,999,999
49,50,10,5,4,4,5,5,5,4,5,4,4,5,5,5,4,4,3,4,5,5,5,4,5
50,46,10,7,1,1,5,1,1,1,6,1,6,1,7,6,6,6,1,1,999,999,999,999,999
50,47,10,7,1,4,5,1,1,1,7,1,3,1,2,7,7,7,1,1,999,999,999,999,999
50,48,10,7,1,2,5,1,1,1,7,1,3,1,2,6,5,5,1,1,999,999,999,999,999
50,49,10,7,2,1,5,1,1,1,6,1,2,4,4,7,7,7,1,1,999,999,999,999,999
56,57,12,7,1,2,5,1,1,1,6,1,1,1,4,6,6,4,1,1,5,3,6,7,7
56,58,12,7,1,5,6,3,1,1,7,3,2,4,3,7,7,7,1,1,6,6,7,7,7
56,59,12,7,1,6,7,5,1,1,7,6,1,5,1,7,7,7,1,1,7,6,7,7,7
56,60,12,7,1,5,7,4,1,1,7,6,2,5,1,7,7,7,1,1,7,5,7,7,7
57,56,12,7,1,4,1,1,1,1,7,1,2,1,2,6,6,5,1,1,5,4,6,7,7
57,58,12,6,1,1,1,1,1,1,6,1,6,1,1,7,7,7,1,1,6,4,6,7,7
57,59,12,7,1,2,1,1,1,1,6,1,3,1,1,7,7,6,1,1,6,4,6,7,7
57,60,12,7,1,1,1,1,1,1,6,1,2,1,2,7,7,7,1,1,6,4,7,7,7
58,56,12,7,1,1,4,1,1,1,7,1,1,1,1,7,7,7,1,1,4,4,6,7,7
58,57,12,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,7,6,6
58,59,12,7,1,1,5,1,1,1,7,1,1,1,1,7,7,6,1,1,7,5,7,7,7
58,60,12,7,1,6,6,1,1,1,7,1,4,1,1,7,6,7,1,1,7,4,6,7,7
59,56,12,6,2,4,5,4,3,4,6,3,5,2,4,6,6,7,2,2,5,5,6,7,5
59,57,12,5,2,3,3,2,4,1,5,2,6,3,3,5,3,3,1,1,3,3,5,6,6
59,58,12,6,2,5,5,4,2,2,5,3,2,3,5,6,6,4,1,1,6,4,5,6,6
59,60,12,7,1,5,7,5,1,1,7,2,3,2,4,7,7,4,1,1,5,5,5,7,7
60,56,12,7,1,2,4,2,1,1,7,1,5,1,1,7,7,5,1,1,6,3,7,7,7
60,57,12,5,1,1,4,1,1,1,5,2,3,1,2,6,6,4,1,1,5,4,6,6,6
60,58,12,6,1,1,4,1,1,1,7,1,6,1,2,7,7,4,1,1,6,3,6,7,7
60,59,12,6,1,1,5,1,1,2,6,1,4,1,5,7,7,6,1,1,4,4,6,7,7
61,62,13,6,5,3,6,2,2,4,6,4,3,4,5,5,6,5,3,2,4,4,5,6,5
61,63,13,6,4,5,6,5,2,5,6,5,2,4,4,6,7,6,3,3,5,4,6,5,5
61,64,13,5,2,5,5,4,2,4,5,5,3,5,3,5,6,5,2,2,5,6,6,5,5
61,65,13,5,5,4,3,3,3,4,4,3,3,3,4,5,5,5,3,3,4,3,6,5,5
62,61,13,5,2,2,2,1,2,1,2,1,6,1,3,6,6,5,1,1,4,1,6,6,6
62,63,13,6,2,2,3,2,2,2,6,2,7,2,6,6,6,5,2,1,4,2,6,6,6
62,64,13,4,4,3,3,3,2,2,3,3,3,4,3,4,4,3,3,3,3,5,5,4,4
62,65,13,4,2,2,3,2,2,1,6,3,6,3,6,6,6,6,2,2,6,3,6,6,6
63,61,13,6,2,2,6,1,7,1,7,1,4,4,4,7,7,7,1,1,5,4,7,7,7
63,62,13,7,3,3,6,1,1,1,7,1,5,4,5,7,7,7,7,1,5,4,7,7,7
63,64,13,7,7,6,5,5,2,1,7,3,2,4,4,6,7,7,7,1,999,999,999,999,999
63,65,13,7,5,1,6,1,7,1,7,1,2,4,4,7,7,7,1,1,999,999,999,999,999
64,61,13,5,1,3,3,3,2,1,5,3,6,2,6,4,6,6,1,1,2,1,6,5,5
64,62,13,6,1,6,6,6,1,6,6,7,1,4,1,5,5,6,1,1,6,5,6,4,6
64,63,13,7,1,2,6,1,1,1,7,1,7,3,6,7,7,7,1,1,4,1,6,7,7
64,65,13,7,1,3,6,2,1,1,7,2,5,3,4,7,7,7,1,1,4,2,6,7,7
65,61,13,5,3,4,7,5,1,2,5,2,5,4,3,6,7,6,2,1,1,1,3,6,6
65,62,13,6,1,2,7,2,2,2,7,2,4,2,4,6,7,6,1,1,4,2,5,7,7
65,63,13,6,5,4,7,3,2,2,6,3,5,3,5,6,6,6,1,1,3,1,3,6,6
65,64,13,6,5,5,6,5,2,5,6,5,2,4,2,6,6,6,4,2,7,7,6,6,6
66,67,14,6,1,1,5,2,1,1,6,1,1,1,1,5,5,5,1,1,4,3,4,6,6
66,68,14,5,1,1,4,1,1,1,5,1,5,1,1,5,5,4,1,1,999,999,4,7,7
66,69,14,5,2,2,4,1,2,1,5,2,5,1,1,4,5,6,1,1,999,999,5,5,5
66,70,14,5,1,1,4,2,4,1,4,1,1,1,1,4,4,4,1,1,999,999,999,999,999
67,66,14,7,1,1,5,1,1,1,6,1,2,1,7,6,5,5,1,1,999,999,5,7,7
67,68,14,7,1,1,6,1,1,1,6,1,2,1,7,1,1,2,1,1,999,999,6,7,7
67,69,14,7,1,1,6,1,1,1,7,1,1,1,7,1,7,6,1,1,6,999,999,7,7
67,70,14,7,1,1,6,1,1,1,6,1,1,1,6,7,6,6,1,1,999,5,999,7,7
68,66,14,7,2,1,4,1,1,1,5,1,1,4,999,5,3,3,1,1,7,7,7,7,7
68,67,14,7,1,1,4,3,3,1,5,1,1,1,1,3,999,2,1,1,6,6,6,6,6
68,69,14,7,1,1,1,1,1,1,7,1,1,1,1,6,6,5,1,1,6,999,999,7,7
68,70,14,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,7,7,7,7,7
69,66,14,7,1,2,7,1,1,1,6,1,5,2,6,7,6,4,1,1,999,999,999,6,6
69,67,14,7,1,2,6,2,2,1,6,2,4,4,4,6,6,5,1,1,6,5,6,7,7
69,68,14,6,1,1,5,1,1,1,1,1,4,5,6,6,6,999,1,1,5,5,5,7,7
69,70,14,6,6,5,6,4,1,3,5,5,2,5,2,5,6,4,2,2,6,6,6,6,6
70,66,14,7,1,4,7,1,1,1,7,1,1,1,4,7,4,4,1,1,4,4,4,7,7
70,67,14,7,1,4,7,1,1,1,2,1,6,1,4,7,7,7,1,1,7,4,7,7,7
70,68,14,7,1,7,7,1,1,1,7,1,1,1,1,7,7,7,1,1,7,1,7,7,7
70,69,14,7,1,1,7,1,1,1,7,1,4,1,4,7,7,7,1,1,7,1,7,7,7
71,72,15,6,2,3,4,4,4,2,6,2,5,5,5,6,3,5,1,6,6,6,6,7,7
71,73,15,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
71,74,15,6,6,4,6,5,3,2,6,6,5,5,4,4,4,5,3,3,4,5,6,6,7
71,75,15,7,6,4,7,3,4,6,6,6,5,5,4,6,6,5,4,4,6,6,6,7,6
72,71,15,6,7,1,4,1,6,1,6,1,7,1,6,5,5,4,1,1,1,1,3,7,7
72,73,15,6,1,1,5,2,1,1,7,3,6,1,2,5,4,6,1,1,3,4,3,7,7
72,74,15,5,1,2,4,2,6,1,4,2,6,3,5,4,4,3,1,6,4,5,5,7,7
72,75,15,7,5,1,6,5,1,1,6,1,2,1,7,6,6,5,1,1,7,7,7,7,7
73,71,15,3,7,4,4,7,1,7,4,4,7,1,4,1,1,1,1,4,4,4,4,4,4
73,72,15,7,1,1,7,1,6,1,7,1,1,1,7,7,7,4,1,1,6,6,6,6,6
73,74,15,4,1,5,1,4,1,1,4,5,1,1,4,1,1,6,1,5,999,999,999,999,3
73,75,15,4,1,2,1,4,3,1,4,1,2,7,6,4,4,3,1,999,7,7,7,7,7
74,71,15,5,1,2,3,3,2,2,4,4,5,2,2,4,4,4,1,1,999,999,4,6,6
74,72,15,6,1,4,4,1,1,1,6,2,2,1,4,4,7,5,1,1,4,4,5,7,7
74,73,15,4,2,4,2,2,2,1,5,3,3,1,3,4,2,2,1,1,2,4,4,6,6
74,75,15,6,4,4,5,4,1,1,7,5,2,2,2,6,6,6,1,1,6,7,6,7,7
75,71,15,4,2,6,4,7,6,7,2,3,4,6,3,6,2,2,4,6,999,999,999,5,1
75,72,15,7,2,2,6,3,6,2,7,4,5,7,4,7,7,7,2,5,6,6,7,7,7
75,73,15,6,6,3,5,2,6,3,6,4,4,4,4,6,7,6,2,6,7,6,3,7,7
75,74,15,5,6,3,4,2,6,2,6,4,6,5,6,6,6,5,2,2,6,6,6,6,6
76,77,16,6,2,4,5,2,2,1,6,3,4,3,3,6,6,5,1,1,5,6,7,6,999
76,78,16,6,2,4,5,2,1,2,6,2,4,5,3,7,6,6,1,1,7,7,7,6,999
76,79,16,6,2,2,5,1,2,2,6,2,6,1,5,6,6,6,1,1,5,2,5,6,999
76,80,16,6,2,5,5,2,2,4,5,6,3,4,6,6,5,5,1,1,5,6,6,5,999
77,76,16,5,1,1,2,1,1,1,6,1,7,1,7,4,2,3,1,1,4,4,5,6,6
77,78,16,6,1,1,4,1,1,1,4,1,6,1,6,6,7,7,1,1,6,6,6,6,6
77,79,16,4,3,1,3,1,2,1,3,1,7,1,7,1,2,2,1,2,1,1,2,5,5
77,80,16,5,2,4,5,3,1,2,6,3,4,5,3,5,5,5,2,1,6,6,6,6,6
78,76,16,6,1,3,6,2,1,1,6,4,1,1,3,5,6,7,1,1,6,6,5,6,7
78,77,16,5,1,4,5,3,1,2,5,4,3,3,2,5,6,5,1,1,5,4,5,5,6
78,79,16,6,1,1,6,1,1,1,5,3,7,2,7,6,5,5,1,1,4,5,5,6,7
78,80,16,6,1,5,6,4,1,1,7,5,1,3,2,6,7,7,1,1,7,7,7,6,7
79,76,16,6,2,3,6,2,2,3,5,3,3,2,3,4,3,2,2,2,4,2,5,7,7
79,77,16,6,2,4,5,3,2,3,5,4,3,2,4,5,5,5,2,2,5,5,6,6,6
79,78,16,6,2,4,5,2,2,3,6,2,4,2,4,6,6,6,2,2,6,6,6,7,6
79,80,16,6,2,4,5,4,2,4,5,4,3,4,4,5,5,5,4,2,6,6,6,5,4
80,76,16,5,1,2,4,3,1,1,4,1,5,1,5,3,2,2,1,1,1,1,2,4,3
80,77,16,3,1,2,1,1,1,1,3,1,7,1,6,3,2,2,1,1,3,2,4,5,5
